item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0,protein_check,carb_check,fat_check,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,fat_indicator,carbs_indicator,protein_indicator,indicator_sum
Maple & Brown Sugar Instant Oatmeal,0 g,100 mg,160,0 mg,3 g,4 mg,4 g,0 g,140 mg,14 g,32 g,2 g,0 g,1000 mg,0 mg,Kroger,"Breakfast Cereals, To Be Cooked",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-maple-brown-sugar-instant-oatmeal/Wtwe8VdJSLqBT4ZoeAoPmg,,,0.5 g,0.5 g,,0.0,g,100.0,mg,0.0,mg,3.0,g,4.0,mg,4.0,g,0.0,g,140.0,mg,14.0,g,32.0,g,2.0,g,1000.0,mg,0.0,mg,,,0.0,g,0.5,g,0.5,g,,,,,,0,0,0,128.0,16.0,18.0,162.0,0.1111111111111111,0.7901234567901234,0.09876543209876543,0,0,0,0
Mild Pork Sausage,0 g,0 mg,240,45 mg,0 g,1 mg,8 g,8 g,360 mg,0 g,2 g,22 g,0 g,0 mg,0 mg,Kroger,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-mild-pork-sausage/BQ4a3J4KT76xTWpTS_MT_w,,,,,,0.0,g,0.0,mg,45.0,mg,0.0,g,1.0,mg,8.0,g,8.0,g,360.0,mg,0.0,g,2.0,g,22.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,32.0,198.0,238.0,0.8319327731092437,0.03361344537815126,0.13445378151260504,0,0,1,1
Deli Thin Sliced Smoked Ham,0 g,0 mg,60,30 mg,0 g,1 mg,10 g,0 g,580 mg,1 g,1 g,1.5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-deli-thin-sliced-smoked-ham/eOwhSicfQbSYipkiW7qCOg,,,,,,0.0,g,0.0,mg,30.0,mg,0.0,g,1.0,mg,10.0,g,0.0,g,580.0,mg,1.0,g,1.0,g,1.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,40.0,13.5,57.5,0.23478260869565218,0.06956521739130435,0.6956521739130435,0,0,0,0
Baked Alaskan Sockeye Salmon Fillets,0 g,0 mg,180,75 mg,0 g,1 mg,23 g,2 g,55 mg,0 g,0 g,9 g,0 g,200 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-baked-alaskan-sockeye-salmon-fillets/0EwowtMoRtaTBaXuzmZT1Q,,,,,,0.0,g,0.0,mg,75.0,mg,0.0,g,1.0,mg,23.0,g,2.0,g,55.0,mg,0.0,g,0.0,g,9.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,92.0,81.0,173.0,0.4682080924855491,0.0,0.5317919075144508,0,0,0,0
"Loaf Cake, Blueberry",0 g,30 mg,160,25 mg,0 g,1 mg,2 g,1.5 g,140 mg,12 g,20 g,8 g,0 g,50 mg,0 mg,Kroger,Cakes,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-loaf-cake-blueberry/tV9ACu8LRMaTZwkOgNofVg,,,,,,0.0,g,30.0,mg,25.0,mg,0.0,g,1.0,mg,2.0,g,1.5,g,140.0,mg,12.0,g,20.0,g,8.0,g,50.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,80.0,8.0,72.0,160.0,0.45,0.5,0.05,0,1,0,1
Raw Large Shrimps,0 g,60 mg,120,150 mg,0 g,3 mg,23 g,0 g,170 mg,0 g,1 g,2 g,0 g,200 mg,2 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-raw-large-shrimps/ZwmxdRhdRyiFQn9gEX0ljg,,,,,,0.0,g,60.0,mg,150.0,mg,0.0,g,3.0,mg,23.0,g,0.0,g,170.0,mg,0.0,g,1.0,g,2.0,g,200.0,mg,2.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,92.0,18.0,114.0,0.15789473684210525,0.03508771929824561,0.8070175438596491,0,0,0,0
Honey Ham Water Added,0 g,0 mg,30,10 mg,0 g,0 mg,4 g,0 g,280 mg,1 g,1 g,1 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-honey-ham-water-added/aV-OJPY-QZ6wzq7uyACv4w,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,0.0,mg,4.0,g,0.0,g,280.0,mg,1.0,g,1.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,16.0,9.0,29.0,0.3103448275862069,0.13793103448275862,0.5517241379310345,1,0,0,1
Premium Chicken Breast,0 g,20 mg,60,10 mg,0 g,1 mg,11 g,0 g,320 mg,0 g,0 g,1 g,0 g,100 mg,1 mg,Kroger,Canned Meals,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-premium-chicken-breast/XtK5NJoBRRuxZZPQPUtvyg,,,,,,0.0,g,20.0,mg,10.0,mg,0.0,g,1.0,mg,11.0,g,0.0,g,320.0,mg,0.0,g,0.0,g,1.0,g,100.0,mg,1.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,44.0,9.0,53.0,0.16981132075471697,0.0,0.8301886792452831,0,0,0,0
"Mild Chedddar & Monterey Jack, shredded",0 g,200 mg,100,30 mg,0 g,0 mg,7 g,5 g,170 mg,0 g,1 g,8 g,0 g,300 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-mild-chedddar-monterey-jack-shredded/umhz8NpOSt-_SxgzWbMCiA,,,,,,0.0,g,200.0,mg,30.0,mg,0.0,g,0.0,mg,7.0,g,5.0,g,170.0,mg,0.0,g,1.0,g,8.0,g,300.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,28.0,72.0,104.0,0.6923076923076923,0.038461538461538464,0.2692307692307692,0,0,0,0
Rod Pretzels,0 g,0 mg,110,0 mg,1 g,1 mg,3 g,0 g,290 mg,1 g,23 g,1 g,0 g,0 mg,0 mg,Kroger,Pretzels,https://www.calorieking.com/us/en/foods/f/calories-in-pretzels-rod-pretzels/dPaSGCv9R7Gjp2TlhKicUw,,,0 g,0.5 g,,0.0,g,0.0,mg,0.0,mg,1.0,g,1.0,mg,3.0,g,0.0,g,290.0,mg,1.0,g,23.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.5,g,,,,,,0,0,0,92.0,12.0,9.0,113.0,0.07964601769911504,0.8141592920353983,0.10619469026548672,0,0,1,1
Smoked Honey Ham,0 g,0 mg,80,30 mg,0 g,1 mg,10 g,1 g,650 mg,3 g,3 g,2.5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-smoked-honey-ham/bfkyc7XBR-OIdDUDWme0HA,,,,,,0.0,g,0.0,mg,30.0,mg,0.0,g,1.0,mg,10.0,g,1.0,g,650.0,mg,3.0,g,3.0,g,2.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,12.0,40.0,22.5,74.5,0.30201342281879195,0.1610738255033557,0.5369127516778524,1,0,0,1
Oven Roasted Turkey Breast & White Turkey,0 g,0 mg,30,10 mg,0 g,1 mg,5 g,0 g,340 mg,1 g,2 g,0.5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-oven-roasted-turkey-breast-white-turkey/9CcU4HJ7TEmNxW_WsW5Auw,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,1.0,mg,5.0,g,0.0,g,340.0,mg,1.0,g,2.0,g,0.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,20.0,4.5,32.5,0.13846153846153847,0.24615384615384617,0.6153846153846154,0,0,0,0
"Sliders Mini Buns, 100% Whole Wheat",0 g,20 mg,70,0 mg,1 g,1 mg,3 g,0 g,130 mg,1 g,13 g,1 g,0 g,0 mg,0 mg,Kroger,Breads,https://www.calorieking.com/us/en/foods/f/calories-in-breads-sliders-mini-buns-100-whole-wheat/gRTXC5KuSCKkiHOmMHmx5A,,,0 g,0.5 g,,0.0,g,20.0,mg,0.0,mg,1.0,g,1.0,mg,3.0,g,0.0,g,130.0,mg,1.0,g,13.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.5,g,,,,,,0,0,0,52.0,12.0,9.0,73.0,0.1232876712328767,0.7123287671232876,0.1643835616438356,0,0,1,1
"American, singles",0 g,100 mg,60,10 mg,0 g,0 mg,4 g,2 g,300 mg,0.5 g,1 g,4 g,0 g,200 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-american-singles/9Kam6joqSlGTKdqtf-BjVw,,,,,,0.0,g,100.0,mg,10.0,mg,0.0,g,0.0,mg,4.0,g,2.0,g,300.0,mg,0.5,g,1.0,g,4.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,16.0,36.0,56.0,0.6428571428571429,0.07142857142857142,0.2857142857142857,0,0,0,0
Hot Pork Sausage,0 g,0 mg,240,45 mg,0 g,1 mg,8 g,8 g,360 mg,0 g,2 g,22 g,0 g,0 mg,0 mg,Kroger,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-hot-pork-sausage/X0j_xcVTS5SFNwdEqsKWeQ,,,,,,0.0,g,0.0,mg,45.0,mg,0.0,g,1.0,mg,8.0,g,8.0,g,360.0,mg,0.0,g,2.0,g,22.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,32.0,198.0,238.0,0.8319327731092437,0.03361344537815126,0.13445378151260504,0,0,1,1
Savory Garlic Shrimp Scampi,0 g,20 mg,320,95 mg,0 g,1 mg,10 g,11 g,870 mg,0 g,4 g,29 g,0 g,1250 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-savory-garlic-shrimp-scampi/M9s9KrTSQle020NUC_HqeQ,,,,,,0.0,g,20.0,mg,95.0,mg,0.0,g,1.0,mg,10.0,g,11.0,g,870.0,mg,0.0,g,4.0,g,29.0,g,1250.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,16.0,40.0,261.0,317.0,0.8233438485804416,0.050473186119873815,0.12618296529968454,0,0,1,1
Pink Salmon,0 g,84 mg,76,34 mg,0 g,1 mg,10.1 g,0.8 g,227 mg,0 g,0 g,4.2 g,0 g,0 mg,0 mg,Kroger,Canned Meals,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-pink-salmon/8FWHMtpBR1C95Jluz4hGPQ,,,,,,0.0,g,84.0,mg,34.0,mg,0.0,g,1.0,mg,10.1,g,0.8,g,227.0,mg,0.0,g,0.0,g,4.2,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,40.4,37.800000000000004,78.2,0.48337595907928393,0.0,0.5166240409207161,0,0,0,0
"Jelly, Strawberry",0 g,0 mg,50,,0 g,0 mg,0 g,0 g,0 mg,8 g,13 g,0 g,0 g,0 mg,0 mg,Kroger,Jams,https://www.calorieking.com/us/en/foods/f/calories-in-jams-jelly-strawberry/C8fzK6GTR1ipiBw3tjlEMQ,,,0 g,0 g,0 g,0.0,g,0.0,mg,,,0.0,g,0.0,mg,0.0,g,0.0,g,0.0,mg,8.0,g,13.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,52.0,0.0,0.0,52.0,0.0,1.0,0.0,0,0,0,0
Home Style Seasoned Herb Croutons,0 g,,25,0 mg,0 g,,0 g,0 g,80 mg,0 g,4 g,1 g,,,,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-home-style-seasoned-herb-croutons/VVKwPJKUScmYzxnTgXfQVw,0 mg,,,,,0.0,g,,,0.0,mg,0.0,g,,,0.0,g,0.0,g,80.0,mg,0.0,g,4.0,g,1.0,g,,,,,0.0,mg,,,,,,,,,,,,0,0,0,16.0,0.0,9.0,25.0,0.36,0.64,0.0,0,0,0,0
"Lower Sodium Bacon, Hardwood Smoked",0 g,0 mg,80,20 mg,0 g,1 mg,5 g,2.5 g,160 mg,0 g,0 g,7 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-lower-sodium-bacon-hardwood-smoked/_IAFjhDFQDCOKdppDgkLvg,,,,,,0.0,g,0.0,mg,20.0,mg,0.0,g,1.0,mg,5.0,g,2.5,g,160.0,mg,0.0,g,0.0,g,7.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,20.0,63.0,83.0,0.7590361445783133,0.0,0.24096385542168675,0,0,0,0
Fortify Plus Vanilla Nutrition Shake,0 g,300 mg,350,10 mg,1 g,5 mg,13 g,1 g,220 mg,22 g,50 g,11 g,0 g,1250 mg,36 mg,Kroger,Energy/Nutritional Drinks,https://www.calorieking.com/us/en/foods/f/calories-in-energynutritional-drinks-fortify-plus-vanilla-nutrition-shake/OY5_WWAuSiqCxpBltk48HA,540 mg,,,,,0.0,g,300.0,mg,10.0,mg,1.0,g,5.0,mg,13.0,g,1.0,g,220.0,mg,22.0,g,50.0,g,11.0,g,1250.0,mg,36.0,mg,540.0,mg,0.0,g,,,,,,,,,,0,0,0,200.0,52.0,99.0,351.0,0.28205128205128205,0.5698005698005698,0.14814814814814814,1,1,1,3
Deli Thin Sliced Cooked Ham,0 g,0 mg,60,30 mg,0 g,1 mg,10 g,0.5 g,580 mg,0 g,1 g,1.5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-deli-thin-sliced-cooked-ham/N2detESBR-eb6NV8eAGIJQ,,,,,,0.0,g,0.0,mg,30.0,mg,0.0,g,1.0,mg,10.0,g,0.5,g,580.0,mg,0.0,g,1.0,g,1.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,40.0,13.5,57.5,0.23478260869565218,0.06956521739130435,0.6956521739130435,0,0,0,0
"Preserves, Red Raspberry",0 g,0 mg,40,0 mg,0 g,0 mg,0 g,0 g,0 mg,6 g,10 g,0 g,0 g,0 mg,0 mg,Kroger,Jams,https://www.calorieking.com/us/en/foods/f/calories-in-jams-preserves-red-raspberry/OWKxiZ6eRuSLq7-0p10Ycg,0 mg,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,0.0,mg,6.0,g,10.0,g,0.0,g,0.0,mg,0.0,mg,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,40.0,0.0,0.0,40.0,0.0,1.0,0.0,0,0,0,0
Yellow Mustard,0 g,,2,0 mg,0 g,,0 g,0 g,75 mg,0 g,0.5 g,0 g,0 g,,,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-yellow-mustard/_iO-yl5uTpyjFwE1vmEC3w,0 mg,,0 g,0 g,0 g,0.0,g,,,0.0,mg,0.0,g,,,0.0,g,0.0,g,75.0,mg,0.0,g,0.5,g,0.0,g,,,,,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0
"Raisin Bran, Crunchy Wheat Flakes Cereal w/ Raisins",0 g,20 mg,190,0 mg,7 g,5 mg,5 g,0 g,210 mg,17 g,46 g,1 g,0 g,1250 mg,0 mg,Kroger,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-raisin-bran-crunchy-wheat-flakes-cereal-w-raisins/Py0QLt1qQAa7wIScbl7F3Q,390 mg,,0 g,0 g,,0.0,g,20.0,mg,0.0,mg,7.0,g,5.0,mg,5.0,g,0.0,g,210.0,mg,17.0,g,46.0,g,1.0,g,1250.0,mg,0.0,mg,390.0,mg,0.0,g,0.0,g,0.0,g,,,,,,0,0,0,184.0,20.0,9.0,213.0,0.04225352112676056,0.863849765258216,0.09389671361502347,0,0,0,0
"Deluxe Frozen Yogurt, Chocolate",0 g,160 mg,200,20 mg,0 g,1 mg,6 g,2 g,120 mg,30 g,40 g,3 g,0 g,0 mg,0 mg,Kroger,Frozen Yogurt,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-yogurt-deluxe-frozen-yogurt-chocolate/sk0A55NaSoWpfJz6SP4M4g,,,,,,0.0,g,160.0,mg,20.0,mg,0.0,g,1.0,mg,6.0,g,2.0,g,120.0,mg,30.0,g,40.0,g,3.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,160.0,24.0,27.0,211.0,0.12796208530805686,0.7582938388625592,0.11374407582938388,0,0,1,1
"Italian Sausage, Mild",0 g,20 mg,240,65 mg,1 g,1 mg,14 g,6 g,760 mg,2 g,5 g,18 g,0 g,100 mg,1 mg,Kroger,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-italian-sausage-mild/mHRe-g4TQLWDKxlTfqSPJw,105 mg,,,,,0.0,g,20.0,mg,65.0,mg,1.0,g,1.0,mg,14.0,g,6.0,g,760.0,mg,2.0,g,5.0,g,18.0,g,100.0,mg,1.0,mg,105.0,mg,0.0,g,,,,,,,,,,0,0,0,20.0,56.0,162.0,238.0,0.680672268907563,0.08403361344537816,0.23529411764705882,0,0,0,0
Crab Select Leg Style,0 g,0 mg,90,15 mg,0 g,0 mg,9 g,0 g,470 mg,5 g,13 g,0 g,0 g,0 mg,0 mg,Kroger,Canned Meals,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-crab-select-leg-style/f8eZNSPiSN-qeNWKbw786Q,,,0 g,0 g,0 g,0.0,g,0.0,mg,15.0,mg,0.0,g,0.0,mg,9.0,g,0.0,g,470.0,mg,5.0,g,13.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,52.0,36.0,0.0,88.0,0.0,0.5909090909090909,0.4090909090909091,0,1,0,1
Oven Ready Breaded Coconut Shrimp with Dipping Sauce,0 g,40 mg,350,80 mg,2.5 g,1 mg,12 g,8.5 g,345 mg,5 g,27 g,21 g,0 g,0 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-oven-ready-breaded-coconut-shrimp-with-dipping-sauce/jNyGKDqNRr6qxVxS8s7s6g,,,,,,0.0,g,40.0,mg,80.0,mg,2.5,g,1.0,mg,12.0,g,8.5,g,345.0,mg,5.0,g,27.0,g,21.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,108.0,48.0,189.0,345.0,0.5478260869565217,0.3130434782608696,0.1391304347826087,0,0,1,1
Saltines Unsalted Tops,0 g,,54,0 mg,0.5 g,,0 g,0.5 g,40 mg,0 g,10 g,1.5 g,,,,Kroger,Crackers,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-saltines-unsalted-tops/UoGndINdShqbpsKhPokdMw,0 mg,,,,,0.0,g,,,0.0,mg,0.5,g,,,0.0,g,0.5,g,40.0,mg,0.0,g,10.0,g,1.5,g,,,,,0.0,mg,,,,,,,,,,,,0,0,0,40.0,0.0,13.5,53.5,0.2523364485981308,0.7476635514018691,0.0,1,0,0,1
"Classic Mayo, Real Mayonnaise",0 g,0 mg,100,10 mg,0 g,0 mg,0 g,1.5 g,75 mg,0 g,0 g,11 g,0 g,0 mg,0 mg,Kroger,Mayonnaise,https://www.calorieking.com/us/en/foods/f/calories-in-mayonnaise-classic-mayo-real-mayonnaise/np-AqEpeS56_txHCpn_qHw,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,0.0,mg,0.0,g,1.5,g,75.0,mg,0.0,g,0.0,g,11.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,0.0,99.0,99.0,1.0,0.0,0.0,0,0,0,0
Beef Smoked Sausage,0 g,0 mg,180,35 mg,0 g,1 mg,7 g,7 g,400 mg,1 g,1 g,18 g,1 g,0 mg,0 mg,Kroger,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-beef-smoked-sausage/MV0M4fkMRqmMJBm3T-giAQ,,,,,,0.0,g,0.0,mg,35.0,mg,0.0,g,1.0,mg,7.0,g,7.0,g,400.0,mg,1.0,g,1.0,g,18.0,g,0.0,mg,0.0,mg,,,1.0,g,,,,,,,,,,0,0,0,4.0,28.0,162.0,194.0,0.8350515463917526,0.020618556701030927,0.14432989690721648,0,0,1,1
"Low-Fat, Plain",0 g,350 mg,150,20 mg,0 g,0 mg,13 g,2.5 g,150 mg,16 g,17 g,4 g,0 g,500 mg,0 mg,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-low-fat-plain/x57jx9l-RCizkUSBwOUBZg,550 mg,,,,,0.0,g,350.0,mg,20.0,mg,0.0,g,0.0,mg,13.0,g,2.5,g,150.0,mg,16.0,g,17.0,g,4.0,g,500.0,mg,0.0,mg,550.0,mg,0.0,g,,,,,,,,,,0,0,0,68.0,52.0,36.0,156.0,0.23076923076923078,0.4358974358974359,0.3333333333333333,0,0,0,0
"Clover Honey, Grade A, 100% Pure",0 g,,60,,,,0 g,0 g,0 mg,16 g,17 g,0 g,0 g,,,Kroger,Honeys,https://www.calorieking.com/us/en/foods/f/calories-in-honeys-clover-honey-grade-a-100-pure/rRcJAao-QXieZXAt8I4Arg,,,,,,0.0,g,,,,,,,,,0.0,g,0.0,g,0.0,mg,16.0,g,17.0,g,0.0,g,,,,,,,0.0,g,,,,,,,,,,0,0,0,68.0,0.0,0.0,68.0,0.0,1.0,0.0,0,0,0,0
Colby Monterey Jack,0 g,200 mg,100,30 mg,0 g,0 mg,7 g,5 g,170 mg,0 g,0.5 g,8 g,0 g,300 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-colby-monterey-jack/lthMIsxQS-6EZSGfu_hnyQ,,,,,,0.0,g,200.0,mg,30.0,mg,0.0,g,0.0,mg,7.0,g,5.0,g,170.0,mg,0.0,g,0.5,g,8.0,g,300.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,2.0,28.0,72.0,102.0,0.7058823529411765,0.0196078431372549,0.27450980392156865,0,0,0,0
"Pickled Beets, Sliced",0 g,0 mg,20,0 mg,0 g,0 mg,0 g,0 g,50 mg,4 g,4 g,0 g,0 g,0 mg,0 mg,Kroger,Canned Vegetables,https://www.calorieking.com/us/en/foods/f/calories-in-canned-vegetables-pickled-beets-sliced/_IkvV75BRUK4NqS1Klkrwg,,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,50.0,mg,4.0,g,4.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,16.0,0.0,0.0,16.0,0.0,1.0,0.0,0,0,0,0
Lite Ranch,0 g,0 mg,70,5 mg,0 g,0 mg,0 g,1 g,250 mg,2 g,3 g,6 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-lite-ranch/r8MM2BxZQle_nmo0GAOXNA,,,,,,0.0,g,0.0,mg,5.0,mg,0.0,g,0.0,mg,0.0,g,1.0,g,250.0,mg,2.0,g,3.0,g,6.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,12.0,0.0,54.0,66.0,0.8181818181818182,0.18181818181818182,0.0,0,0,0,0
Noodles & Sauce Chicken Flavor As Packaged,0 g,20 mg,210,50 mg,2 g,2 mg,5 g,1 g,800 mg,2 g,42 g,1.5 g,0 g,200 mg,5 mg,Kroger,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-noodles-sauce-chicken-flavor-as-packaged/u-SnmsFDT9uMBIL-IIotmQ,,,,,,0.0,g,20.0,mg,50.0,mg,2.0,g,2.0,mg,5.0,g,1.0,g,800.0,mg,2.0,g,42.0,g,1.5,g,200.0,mg,5.0,mg,,,0.0,g,,,,,,,,,,0,0,0,168.0,20.0,13.5,201.5,0.06699751861042183,0.8337468982630273,0.09925558312655088,0,0,0,0
Meals Made Simple Beef Pot Roast with Gravy,0 g,0 mg,290,95 mg,0 g,2 mg,25 g,8 g,340 mg,0.5 g,2 g,20 g,0 g,0 mg,0 mg,Kroger,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-meals-made-simple-beef-pot-roast-with-gravy/VS2DoMhjRlqaa9K0r8dC9Q,,,,,,0.0,g,0.0,mg,95.0,mg,0.0,g,2.0,mg,25.0,g,8.0,g,340.0,mg,0.5,g,2.0,g,20.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,100.0,180.0,288.0,0.625,0.027777777777777776,0.3472222222222222,0,0,0,0
"Blended, Plain",0 g,350 mg,150,20 mg,0 g,0 mg,13 g,2.5 g,150 mg,16 g,17 g,4 g,0 g,500 mg,0 mg,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-blended-plain/Tv5FYJQ9TgWhvUDJNkwCEw,550 mg,,,,,0.0,g,350.0,mg,20.0,mg,0.0,g,0.0,mg,13.0,g,2.5,g,150.0,mg,16.0,g,17.0,g,4.0,g,500.0,mg,0.0,mg,550.0,mg,0.0,g,,,,,,,,,,0,0,0,68.0,52.0,36.0,156.0,0.23076923076923078,0.4358974358974359,0.3333333333333333,0,0,0,0
Cooked Ham Water Added,0 g,0 mg,25,10 mg,0 g,0 mg,4 g,0 g,280 mg,0 g,0 g,1 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-cooked-ham-water-added/QTazueYESsiNYCU-ol75vw,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,0.0,mg,4.0,g,0.0,g,280.0,mg,0.0,g,0.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,16.0,9.0,25.0,0.36,0.0,0.64,0,0,0,0
